#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 24 12 26 999 99.0 99.0  1.71 15.38  8.23 357 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 12 56 999 99.0 99.0  1.72 12.50  8.50 350 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 13 26 999 99.0 99.0  1.54 11.11  8.11 349 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 13 56 999 99.0 99.0  1.68 13.33  8.55 353 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 14 26 999 99.0 99.0  1.61 13.33  7.88 356 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 14 56 999 99.0 99.0  1.72 12.50  8.17 353 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 15 26 999 99.0 99.0  1.58 12.50  7.79 353 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 15 56 999 99.0 99.0  1.66 15.38  7.87 356 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 16 26 999 99.0 99.0  1.53 10.53  7.57 355 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 16 56 999 99.0 99.0  1.58 14.29  7.92   2 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 24 17 26 999 99.0 99.0  1.44  9.09  7.80  42 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 24 17 56 999 99.0 99.0  1.37  9.09  7.17  41 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 24 18 26 999 99.0 99.0  1.47  9.09  7.47  47 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 18 56 999 99.0 99.0  1.39 11.11  7.19 345 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 19 26 999 99.0 99.0  1.33 15.38  7.18 356 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 24 19 56 999 99.0 99.0  1.47 14.29  7.42 352 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 24 20 26 999 99.0 99.0  1.42 14.29  7.54 356 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 24 20 56 999 99.0 99.0  1.34  8.33  7.33  61 9999.0 999.0  25.2 999.0 99.0 99.00
2023 01 24 21 26 999 99.0 99.0  1.34 14.29  7.83   0 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 21 56 999 99.0 99.0  1.36  9.88  7.63  48 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 22 26 999 99.0 99.0  1.39  9.88  7.50  42 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 22 56 999 99.0 99.0  1.44  8.33  7.57  59 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 23 26 999 99.0 99.0  1.35  9.09  7.49  68 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 23 56 999 99.0 99.0  1.50 14.29  8.26 350 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 25 00 26 999 99.0 99.0  1.43  9.88  7.83  65 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 25 00 56 999 99.0 99.0  1.39 13.33  7.73 349 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 25 01 26 999 99.0 99.0  1.29  9.88  7.30  54 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 25 01 56 999 99.0 99.0  1.56  9.09  7.78  69 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 25 02 26 999 99.0 99.0  1.44 14.29  8.00 353 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 25 02 56 999 99.0 99.0  1.61 14.29  8.60 353 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 25 03 26 999 99.0 99.0  1.57 12.50  8.48 349 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 25 03 56 999 99.0 99.0  1.49 14.29  8.25 355 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 25 04 26 999 99.0 99.0  1.48 13.33  8.46 349 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 25 04 56 999 99.0 99.0  1.43 13.33  8.08 356 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 25 05 26 999 99.0 99.0  1.48 14.29  7.91   3 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 25 05 56 999 99.0 99.0  1.56 13.33  8.75 349 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 25 06 26 999 99.0 99.0  1.49 13.33  8.50 355 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 25 06 56 999 99.0 99.0  1.50 12.50  8.48 343 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 25 07 26 999 99.0 99.0  1.43 14.29  8.24 349 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 07 56 999 99.0 99.0  1.41 12.50  8.07 352 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 08 26 999 99.0 99.0  1.45 13.33  8.11 343 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 08 56 999 99.0 99.0  1.35 11.76  8.14 348 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 09 26 999 99.0 99.0  1.43 12.50  8.30 342 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 09 56 999 99.0 99.0  1.52 13.33  8.90 352 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 10 26 999 99.0 99.0  1.42 13.33  8.54 348 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 10 56 999 99.0 99.0  1.42 13.33  8.17 355 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 11 26 999 99.0 99.0  1.34 14.29  7.89   4 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 11 56 999 99.0 99.0  1.30 10.53  7.78 359 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 12 26 999 99.0 99.0  1.34 12.50  8.07 349 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 12 56 999 99.0 99.0  1.39 13.33  8.21 353 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 13 26 999 99.0 99.0  1.35 10.53  8.04  13 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 13 56 999 99.0 99.0  1.35 13.33  8.06 352 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 25 14 26 999 99.0 99.0  1.27 13.33  8.04   3 9999.0 999.0  24.7 999.0 99.0 99.00
